user_id,username,full_name,email,phone,password,address,city,country,gender,date_of_birth,loyalty_points,is_active,created_at
4322,duonghuunam4322,Duong Huu Nam,duonghuunam4322yahoo.com,07038325127674,password4322,82 Vo Van Tan,Nha Trang,Viet Nam,Male,13/03/1992,2207,TRUE,2025-01-19T08:06:51.876
4323,vothigiang4323,Vo Thi Giang,vothigiang4323@outlook.com,09874322995166,password4323,69 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Female,31/03/1989,3074,TRUE,2023-01-28T08:06:51.876
4324,buinga4324,Bui Nga,buinga4324@gmail.com,0883863849,password4324,122 Ly Thuong Kiet,Da Nang,Viet Nam,Female,04/11/1986,811,TRUE,2022-11-21T08:06:51.876
4325,ngominhbinh4325,Ngo Minh Binh,ngominhbinh4325@gmail.com,0567681035,password4325,232 Hai Ba Trung,Ho Chi Minh,Viet Nam,Female,23/11/2000,2004,TRUE,2025-09-22T08:06:51.876
4326,duongngochanh4326,Duong Ngoc Hanh,duongngochanh4326@outlook.com,0554259438,password4326,233 Vo Van Tan,Da Nang,Viet Nam,Female,24/05/1974,194,TRUE,2024-05-27T08:06:51.876
4327,duongquang4327,Duong Quang,duongquang4327yahoo.com,0969522448,password4327,188 Tran Hung Dao,Ha Noi,Viet Nam,Male,13/02/1976,382,TRUE,2022-12-17T08:06:51.876
4328,lythichau4328,Ly Thi Chau,lythichau4328@gmail.com,0719888800,password4328,248 Tran Hung Dao,Ha Noi,Viet Nam,Male,29/04/1988,36,TRUE,2023-11-05T08:06:51.876
4329,tranviet4329,Tran Viet,tranviet4329@outlook.com,03325032206706,password4329,10 Cach Mang Thang 8,Can Tho,Viet Nam,Male,26/08/1998,3016,TRUE,2024-10-17T08:06:51.876
4330,nguyenminhchau4330,Nguyen Minh Chau,nguyenminhchau4330@yahoo.com,0770487962,password4330,94 Cach Mang Thang 8,Da Nang,Viet Nam,Female,14/12/1978,4508,TRUE,2024-09-23T08:06:51.876
4331,phamthanhtam4331,Pham Thanh Tam,phamthanhtam4331@yahoo.com,0875618254,password4331,6 Nguyen Trai,Can Tho,Viet Nam,Male,02/09/1990,2618,TRUE,2025-06-27T08:06:51.876
4332,nguyenlong4332,Nguyen Long,nguyenlong4332@gmail.com,0898746662,password4332,235 Tran Hung Dao,Ho Chi Minh,Viet Nam,Male,11/07/1991,2250,TRUE,2024-03-14T08:06:51.876
4333,nguyenthanhcuong4333,Nguyen Thanh Cuong,nguyenthanhcuong4333@,0913859004,password4333,67 Tran Hung Dao,Hai Phong,Viet Nam,Male,11/01/1976,1764,TRUE,2024-10-11T08:06:51.876
4334,duonghanh4334,Duong Hanh,duonghanh4334@outlook.com,0978342467,password4334,163 Tran Hung Dao,Can Tho,Viet Nam,Female,08/03/1974,1556,TRUE,2025-06-14T08:06:51.876
4335,hoanghuulinh4335,Hoang Huu Linh,hoanghuulinh4335@gmail.com,0526542314,password4335,211 Cach Mang Thang 8,Ha Noi,Viet Nam,Female,03/10/2002,898,TRUE,2024-05-14T08:06:51.876
4336,vugiason4336,Vu Gia Son,vugiason4336@gmail.com,0991555496,password4336,238 Vo Van Tan,Can Tho,Viet Nam,Male,16/09/1998,3503,TRUE,2022-06-08T08:06:51.876
4337,dangquang4337,Dang Quang,dangquang4337@outlook.com,07360116,password4337,266 Cach Mang Thang 8,Hai Phong,Viet Nam,Female,27/09/1978,1983,TRUE,2024-02-27T08:06:51.876
4338,hoangngoccuong4338,Hoang Ngoc Cuong,hoangngoccuong4338@gmail.com,0332216762,password4338,299 Nguyen Trai,Ho Chi Minh,Viet Nam,Female,08/01/1999,4281,TRUE,2024-05-11T08:06:51.876
4339,huynhvanthao4339,Huynh Van Thao,huynhvanthao4339@outlook.com,0741310464,password4339,254 Cach Mang Thang 8,Hai Phong,Viet Nam,Male,22/06/1974,2065,TRUE,2023-05-22T08:06:51.876
4340,hoangthanhtuan4340,Hoang Thanh Tuan,hoangthanhtuan4340@gmail.com,0887674217,password4340,144 Vo Van Tan,Ho Chi Minh,Viet Nam,Female,05/02/1997,3130,TRUE,2025-06-10T08:06:51.876
4341,builinh4341,Bui Linh,builinh4341@yahoo.com,0953646443,password4341,225 Nguyen Trai,Ho Chi Minh,Viet Nam,Male,15/07/1990,3259,TRUE,2024-04-24T08:06:51.876
4342,voanhan4342,Vo Anh An,voanhan4342@,0795350777,password4342,10 Tran Hung Dao,Nha Trang,Viet Nam,Male,25/06/1980,2754,TRUE,2025-09-21T08:06:51.876
4343,nguyenvantuan4343,Nguyen Van Tuan,nguyenvantuan4343@yahoo.com,0565557202,password4343,85 Cach Mang Thang 8,Ha Noi,Viet Nam,Male,15/10/1993,1927,TRUE,2023-03-19T08:06:51.876
4344,ngothanhtuan4344,Ngo Thanh Tuan,ngothanhtuan4344@yahoo.com,0584662969,password4344,280 Nguyen Trai,Hai Phong,Viet Nam,Male,19/04/1980,666,TRUE,2023-10-21T08:06:51.876
4345,phanbinh4345,Phan Binh,phanbinh4345@gmail.com,0775548887,password4345,209 Ly Thuong Kiet,Nha Trang,Viet Nam,Female,20/12/1974,1978,TRUE,2025-01-02T08:06:51.876
4346,dothao4346,Do Thao,dothao4346@yahoo.com,0797681600,password4346,282 Cach Mang Thang 8,Nha Trang,Viet Nam,Male,17/06/1985,45,TRUE,2023-07-20T08:06:51.876
4347,doduc4347,Do Duc,doduc4347@gmail.com,0391071391,password4347,105 Le Loi,Nha Trang,Viet Nam,Female,23/09/2000,1342,TRUE,2022-05-25T08:06:51.876
4348,dangkhanh4348,Dang Khanh,dangkhanh4348@gmail.com,0810500474,password4348,262 Tran Hung Dao,Ha Noi,Viet Nam,Female,06/02/1977,2763,TRUE,2022-11-14T08:06:51.876
4349,buithinam4349,Bui Thi Nam,buithinam4349@yahoo.com,0730647990,password4349,169 Vo Van Tan,Hai Phong,Viet Nam,Male,04/04/1996,3011,TRUE,2025-06-27T08:06:51.876
4350,ngoson4350,Ngo Son,ngoson4350@,0346035912,password4350,187 Hai Ba Trung,Hai Phong,Viet Nam,Male,07/08/2002,4521,FALSE,2025-12-18T08:06:51.876
4351,tranhuuyen4351,Tran Huu Yen,tranhuuyen4351@outlook.com,0319365514,password4351,193 Tran Hung Dao,Da Nang,Viet Nam,Male,05/10/2002,3672,TRUE,2022-03-09T08:06:51.876
4352,tranquangkhanh4352,Tran Quang Khanh,tranquangkhanh4352@gmail.com,0780601215,password4352,262 Vo Van Tan,Da Nang,Viet Nam,Male,17/12/2001,3061,TRUE,2023-08-06T08:06:51.876
4353,dangchau4353,Dang Chau,dangchau4353@yahoo.com,0828263655,password4353,209 Nguyen Trai,Hai Phong,Viet Nam,Female,30/01/1987,1625,FALSE,2022-10-16T08:06:51.876
4354,vugiason4354,Vu Gia Son,vugiason4354@yahoo.com,0597447027,password4354,184 Hai Ba Trung,Can Tho,Viet Nam,Male,22/05/1988,285,TRUE,2024-02-08T08:06:51.876
4355,vuhuuquang4355,Vu Huu Quang,vuhuuquang4355@gmail.com,07881063,password4355,178 Tran Hung Dao,Can Tho,Viet Nam,Female,31/03/1999,524,TRUE,2023-11-07T08:06:51.876
4356,tranvan4356,Tran Van,tranvan4356@gmail.com,0917137923,password4356,240 Tran Hung Dao,Nha Trang,Viet Nam,Male,12/07/1996,2094,FALSE,2023-04-09T08:06:51.876
4357,lyanhphuong4357,Ly Anh Phuong,lyanhphuong4357@gmail.com,0546502002,password4357,4 Cach Mang Thang 8,Ha Noi,Viet Nam,Female,22/06/1974,4125,TRUE,2024-10-26T08:06:51.876
4358,lethiminh4358,Le Thi Minh,lethiminh4358@outlook.com,0533981707,password4358,174 Cach Mang Thang 8,Can Tho,Viet Nam,Male,27/08/1974,47,TRUE,2025-02-05T08:06:51.876
4359,docuong4359,Do Cuong,docuong4359@gmail.com,0820529326,password4359,177 Vo Van Tan,Ha Noi,Viet Nam,Male,12/05/1981,1733,TRUE,2024-10-05T08:06:51.876
4360,huynhvanyen4360,Huynh Van Yen,huynhvanyen4360@yahoo.com,0327193261,password4360,204 Tran Hung Dao,Da Nang,Viet Nam,Male,08/11/1996,4357,TRUE,2024-06-08T08:06:51.876
4361,danghung4361,Dang Hung,danghung4361gmail.com,0896797043,password4361,188 Tran Hung Dao,Can Tho,Viet Nam,Male,26/08/1985,2750,FALSE,2021-12-29T08:06:51.876
4362,tranthanhphuong4362,Tran Thanh Phuong,tranthanhphuong4362@yahoo.com,0760075534,password4362,37 Le Loi,Da Nang,Viet Nam,Male,29/12/1978,1602,TRUE,2022-08-12T08:06:51.876
4363,huynhlong4363,Huynh Long,huynhlong4363@yahoo.com,0996128507,password4363,261 Cach Mang Thang 8,Da Nang,Viet Nam,Female,03/01/2000,4031,FALSE,2023-02-26T08:06:51.876
4364,phamduc4364,Pham Duc,phamduc4364@gmail.com,09232291323325,password4364,28 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Male,16/03/1977,1665,TRUE,2022-09-19T08:06:51.876
4365,danglam4365,Dang Lam,danglam4365@outlook.com,0981106648,password4365,86 Tran Hung Dao,Hai Phong,Viet Nam,Male,06/03/1981,2605,TRUE,2022-03-04T08:06:51.876
4366,hochau4366,Ho Chau,hochau4366@outlook.com,0554156848,password4366,150 Nguyen Trai,Hai Phong,Viet Nam,Female,21/12/1979,4415,TRUE,2023-01-03T08:06:51.876
4367,hothinam4367,Ho Thi Nam,hothinam4367@outlook.com,0357280281,password4367,153 Vo Van Tan,Hai Phong,Viet Nam,Female,24/07/1993,957,TRUE,2024-09-17T08:06:51.876
4368,huynhthao4368,Huynh Thao,huynhthao4368@gmail.com,0854764231,password4368,70 Le Loi,Ho Chi Minh,Viet Nam,Female,28/06/1990,1658,TRUE,2023-11-08T08:06:51.876
4369,nguyenanhviet4369,Nguyen Anh Viet,nguyenanhviet4369@outlook.com,0532049218,password4369,140 Nguyen Trai,Nha Trang,Viet Nam,Male,25/09/1973,2862,FALSE,2022-12-20T08:06:51.876
4370,dangminhyen4370,Dang Minh Yen,dangminhyen4370@,0824439224,password4370,126 Vo Van Tan,Can Tho,Viet Nam,Male,31/08/1972,835,TRUE,2022-11-29T08:06:51.876
4371,duonggiahieu4371,Duong Gia Hieu,duonggiahieu4371@gmail.com,0571134832,password4371,110 Le Loi,Ho Chi Minh,Viet Nam,Female,26/08/2003,2623,FALSE,2022-12-23T08:06:51.876
4372,hoanhbinh4372,Ho Anh Binh,hoanhbinh4372@outlook.com,0946815917,password4372,179 Tran Hung Dao,Hai Phong,Viet Nam,Female,26/06/1991,763,TRUE,2022-09-02T08:06:51.876
4373,dothanhthao4373,Do Thanh Thao,dothanhthao4373@gmail.com,0596323901,password4373,69 Nguyen Trai,Hai Phong,Viet Nam,Male,28/10/1999,4859,TRUE,2025-07-23T08:06:51.876
4374,tranvanan4374,Tran Van An,tranvanan4374@yahoo.com,0581548846,password4374,80 Nguyen Trai,Nha Trang,Viet Nam,Female,13/12/1992,1007,TRUE,2023-07-09T08:06:51.876
4375,dangnga4375,Dang Nga,dangnga4375@gmail.com,0836244308,password4375,142 Tran Hung Dao,Nha Trang,Viet Nam,Female,17/12/1993,2843,TRUE,2023-06-13T08:06:51.876
4376,leduc4376,Le Duc,leduc4376@gmail.com,0521206760,password4376,87 Ly Thuong Kiet,Da Nang,Viet Nam,Female,11/12/1981,2780,TRUE,2023-08-28T08:06:51.876
4377,phamthanhlong4377,Pham Thanh Long,phamthanhlong4377@gmail.com,09998039315632,password4377,55 Tran Hung Dao,Ha Noi,Viet Nam,Female,14/04/1974,870,TRUE,2025-11-23T08:06:51.876
4378,duongvan4378,Duong Van,duongvan4378@gmail.com,0329904686,password4378,280 Cach Mang Thang 8,Ha Noi,Viet Nam,Female,04/08/1974,4962,TRUE,2022-06-19T08:06:51.876
4379,ngominhviet4379,Ngo Minh Viet,ngominhviet4379@,07205084,password4379,83 Ly Thuong Kiet,Can Tho,Viet Nam,Female,16/11/2003,1695,TRUE,2025-01-06T08:06:51.876
4380,lyhanh4380,Ly Hanh,lyhanh4380@,0379049125,password4380,268 Vo Van Tan,Ha Noi,Viet Nam,Female,30/11/1982,3392,TRUE,2024-11-21T08:06:51.876
4381,builinh4381,Bui Linh,builinh4381@yahoo.com,0595832301,password4381,228 Hai Ba Trung,Ha Noi,Viet Nam,Male,08/04/2002,884,TRUE,2023-03-09T08:06:51.876
4382,buison4382,Bui Son,buison4382@yahoo.com,0391676233,password4382,105 Vo Van Tan,Ha Noi,Viet Nam,Male,12/09/1988,1768,TRUE,2024-01-11T08:06:51.876
4383,phamquangquang4383,Pham Quang Quang,phamquangquang4383@yahoo.com,0763983817,password4383,47 Tran Hung Dao,Ho Chi Minh,Viet Nam,Female,07/08/1986,1482,TRUE,2022-04-16T08:06:51.876
4384,phamvantam4384,Pham Van Tam,phamvantam4384@outlook.com,0868493850,password4384,155 Ly Thuong Kiet,Hai Phong,Viet Nam,Male,29/06/1996,1021,TRUE,2025-11-10T08:06:51.876
4385,phantam4385,Phan Tam,phantam4385@gmail.com,0591166974,password4385,114 Vo Van Tan,Hai Phong,Viet Nam,Female,27/08/1977,4368,FALSE,2023-10-06T08:06:51.876
4386,vophuong4386,Vo Phuong,vophuong4386@outlook.com,0772798038,password4386,180 Vo Van Tan,Da Nang,Viet Nam,Female,19/05/2003,4721,FALSE,2024-11-29T08:06:51.876
4387,vothanhhoa4387,Vo Thanh Hoa,vothanhhoa4387@gmail.com,0716910536,password4387,137 Hai Ba Trung,Can Tho,Viet Nam,Female,18/01/1995,3629,TRUE,2025-06-04T08:06:51.876
4388,vohoa4388,Vo Hoa,vohoa4388@yahoo.com,0539621745,password4388,159 Tran Hung Dao,Da Nang,Viet Nam,Male,09/12/1988,2132,TRUE,2025-01-02T08:06:51.876
4389,phamquangvan4389,Pham Quang Van,phamquangvan4389@gmail.com,0570580824,password4389,76 Ly Thuong Kiet,Nha Trang,Viet Nam,Male,29/02/1988,125,TRUE,2023-09-25T08:06:51.876
4390,duonganhtam4390,Duong Anh Tam,duonganhtam4390@yahoo.com,0356970140,password4390,135 Vo Van Tan,Hai Phong,Viet Nam,Male,06/10/1987,824,TRUE,2024-07-23T08:06:51.876
4391,phamminhhanh4391,Pham Minh Hanh,phamminhhanh4391@outlook.com,0835433745,password4391,213 Le Loi,Da Nang,Viet Nam,Male,07/05/1983,591,TRUE,2022-06-27T08:06:51.876
4392,nguyengiaduc4392,Nguyen Gia Duc,nguyengiaduc4392@outlook.com,0847111503,password4392,155 Vo Van Tan,Can Tho,Viet Nam,Female,19/07/1983,4561,TRUE,2024-03-11T08:06:51.876
4393,phanquanglam4393,Phan Quang Lam,phanquanglam4393@yahoo.com,0558931309,password4393,288 Hai Ba Trung,Ha Noi,Viet Nam,Male,16/01/2004,1481,TRUE,2023-12-21T08:06:51.876
4394,hoangngoclong4394,Hoang Ngoc Long,hoangngoclong4394@yahoo.com,0754981390,password4394,254 Hai Ba Trung,Da Nang,Viet Nam,Male,03/06/2004,3869,TRUE,2022-03-11T08:06:51.876
4395,huynhlinh4395,Huynh Linh,huynhlinh4395@gmail.com,0991041972,password4395,148 Le Loi,Nha Trang,Viet Nam,Female,22/10/1990,1425,TRUE,2025-01-28T08:06:51.876
4396,buiquang4396,Bui Quang,buiquang4396@outlook.com,0930710373,password4396,171 Hai Ba Trung,Da Nang,Viet Nam,Male,01/02/1978,1272,TRUE,2023-03-26T08:06:51.878
4397,nguyenthiviet4397,Nguyen Thi Viet,nguyenthiviet4397@yahoo.com,0533625063,password4397,247 Hai Ba Trung,Nha Trang,Viet Nam,Male,15/11/1983,2196,TRUE,2023-10-17T08:06:51.878
4398,vodat4398,Vo Dat,vodat4398@gmail.com,0591954468,password4398,279 Tran Hung Dao,Can Tho,Viet Nam,Male,13/03/1998,4605,TRUE,2023-05-12T08:06:51.878
4399,lengockhanh4399,Le Ngoc Khanh,lengockhanh4399@gmail.com,0516842276,password4399,5 Ly Thuong Kiet,Ho Chi Minh,Viet Nam,Male,13/07/1972,4672,TRUE,2025-06-23T08:06:51.878
4400,duongminh4400,Duong Minh,duongminh4400@gmail.com,0765284412,password4400,278 Tran Hung Dao,Ha Noi,Viet Nam,Female,12/03/1972,4456,TRUE,2024-05-11T08:06:51.878
4401,dangminh4401,Dang Minh,dangminh4401@yahoo.com,0534760131,password4401,124 Le Loi,Da Nang,Viet Nam,Female,13/08/1981,1432,TRUE,2025-05-12T08:06:51.878
4402,vothicuong4402,Vo Thi Cuong,vothicuong4402@outlook.com,0830256255,password4402,67 Cach Mang Thang 8,Nha Trang,Viet Nam,Female,18/02/1986,3742,FALSE,2022-02-25T08:06:51.878
4403,hodat4403,Ho Dat,hodat4403@,0834157519,password4403,212 Tran Hung Dao,Nha Trang,Viet Nam,Male,03/10/1980,3213,TRUE,2022-02-12T08:06:51.878
4404,huynhvannga4404,Huynh Van Nga,huynhvannga4404@yahoo.com,0866170972,password4404,153 Le Loi,Hai Phong,Viet Nam,Male,06/11/1974,245,TRUE,2024-05-02T08:06:51.878
4405,dothison4405,Do Thi Son,dothison4405@outlook.com,0523361203,password4405,143 Tran Hung Dao,Hai Phong,Viet Nam,Male,08/09/1997,4418,FALSE,2025-09-03T08:06:51.878
4406,hoangthao4406,Hoang Thao,hoangthao4406@outlook.com,0756985140,password4406,39 Ly Thuong Kiet,Ha Noi,Viet Nam,Female,15/02/1998,2185,TRUE,2025-05-04T08:06:51.878
4407,phamthanhtrang4407,Pham Thanh Trang,phamthanhtrang4407@yahoo.com,0831753707,password4407,261 Le Loi,Hai Phong,Viet Nam,Female,10/01/1999,5,TRUE,2022-06-08T08:06:51.878
4408,phamkhanh4408,Pham Khanh,phamkhanh4408@outlook.com,0367155330,password4408,135 Ly Thuong Kiet,Nha Trang,Viet Nam,Female,25/05/1981,1598,TRUE,2026-01-15T08:06:51.878
4409,tranthicuong4409,Tran Thi Cuong,tranthicuong4409@yahoo.com,0589402105,password4409,33 Hai Ba Trung,Hai Phong,Viet Nam,Male,11/09/1986,1078,TRUE,2024-10-08T08:06:51.878
4410,ngothao4410,Ngo Thao,ngothao4410@yahoo.com,0713876231,password4410,77 Tran Hung Dao,Da Nang,Viet Nam,Male,24/03/1987,3296,TRUE,2025-12-17T08:06:51.878
4411,phamgiatam4411,Pham Gia Tam,phamgiatam4411@yahoo.com,0726988039,password4411,112 Cach Mang Thang 8,Can Tho,Viet Nam,Male,18/09/1981,1904,TRUE,2026-01-07T08:06:51.878
4412,hoangthihanh4412,Hoang Thi Hanh,hoangthihanh4412@gmail.com,0832077210,password4412,167 Vo Van Tan,Ho Chi Minh,Viet Nam,Male,29/01/1993,181,TRUE,2022-04-18T08:06:51.878
4413,duongan4413,Duong An,duongan4413@gmail.com,0555084108,password4413,92 Le Loi,Da Nang,Viet Nam,Female,01/07/1997,4037,FALSE,2023-12-07T08:06:51.878
4414,dangquangnam4414,Dang Quang Nam,dangquangnam4414@yahoo.com,0398258581,password4414,121 Tran Hung Dao,Ha Noi,Viet Nam,Male,01/10/1986,1432,TRUE,2022-09-14T08:06:51.878
4415,lelam4415,Le Lam,lelam4415gmail.com,0554597790,password4415,71 Hai Ba Trung,Ho Chi Minh,Viet Nam,Male,10/07/1976,4894,TRUE,2024-07-20T08:06:51.878
4416,phannga4416,Phan Nga,phannga4416@yahoo.com,0915062527,password4416,54 Le Loi,Da Nang,Viet Nam,Female,02/05/2003,3240,FALSE,2025-11-22T08:06:51.878
4417,voson4417,Vo Son,voson4417@gmail.com,0375596232,password4417,51 Ly Thuong Kiet,Ha Noi,Viet Nam,Female,01/03/1986,4301,TRUE,2023-10-21T08:06:51.878
4418,leanhnam4418,Le Anh Nam,leanhnam4418@gmail.com,0886749955,password4418,55 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Male,05/06/1983,1942,TRUE,2022-03-24T08:06:51.878
4419,lyanhkhanh4419,Ly Anh Khanh,lyanhkhanh4419@outlook.com,08940160,password4419,280 Vo Van Tan,Ha Noi,Viet Nam,Male,18/07/1976,70,TRUE,2023-07-20T08:06:51.878
4420,trantuan4420,Tran Tuan,trantuan4420gmail.com,0714391834,password4420,195 Hai Ba Trung,Can Tho,Viet Nam,Female,06/06/1982,1102,TRUE,2024-11-23T08:06:51.878
4421,legiachau4421,Le Gia Chau,legiachau4421@outlook.com,0778987523,password4421,143 Hai Ba Trung,Can Tho,Viet Nam,Female,19/12/1978,3705,TRUE,2024-10-31T08:06:51.878
4422,hongoclong4422,Ho Ngoc Long,hongoclong4422@,0875028112,password4422,66 Tran Hung Dao,Da Nang,Viet Nam,Male,18/11/1973,832,TRUE,2024-03-31T08:06:51.878
4423,huynhanhbinh4423,Huynh Anh Binh,huynhanhbinh4423@gmail.com,0360933227,password4423,65 Cach Mang Thang 8,Nha Trang,Viet Nam,Male,21/03/1993,623,TRUE,2025-11-15T08:06:51.878
4424,lebinh4424,Le Binh,lebinh4424@yahoo.com,09595850209977,password4424,154 Vo Van Tan,Hai Phong,Viet Nam,Female,12/08/1991,1981,TRUE,2022-04-25T08:06:51.878
4425,vutuan4425,Vu Tuan,vutuan4425@yahoo.com,07023759106253,password4425,22 Ly Thuong Kiet,Hai Phong,Viet Nam,Female,09/05/1980,3966,FALSE,2024-04-17T08:06:51.878
4426,dangquangchau4426,Dang Quang Chau,dangquangchau4426@yahoo.com,0730165208,password4426,227 Hai Ba Trung,Can Tho,Viet Nam,Male,15/09/1971,2057,TRUE,2024-11-05T08:06:51.878
4427,lykhanh4427,Ly Khanh,lykhanh4427@,0594632601,password4427,208 Nguyen Trai,Ha Noi,Viet Nam,Female,10/10/1996,1317,FALSE,2025-02-24T08:06:51.878
4428,phamhung4428,Pham Hung,phamhung4428@yahoo.com,0999786684,password4428,42 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Male,18/12/2002,3396,TRUE,2025-01-03T08:06:51.878
4429,hoanggiaminh4429,Hoang Gia Minh,hoanggiaminh4429@outlook.com,0736763620,password4429,216 Nguyen Trai,Da Nang,Viet Nam,Female,19/05/1980,155,TRUE,2022-11-02T08:06:51.878
4430,nguyenphuong4430,Nguyen Phuong,nguyenphuong4430@outlook.com,0311636464,password4430,162 Le Loi,Hai Phong,Viet Nam,Female,02/07/2002,962,TRUE,2022-01-01T08:06:51.878
4431,vogiang4431,Vo Giang,vogiang4431@gmail.com,0937051347,password4431,169 Cach Mang Thang 8,Da Nang,Viet Nam,Female,02/12/1992,3522,TRUE,2025-10-10T08:06:51.878
4432,dangtuan4432,Dang Tuan,dangtuan4432@yahoo.com,0827764378,password4432,119 Nguyen Trai,Hai Phong,Viet Nam,Female,08/02/1987,1569,TRUE,2024-09-02T08:06:51.878
4433,lenam4433,Le Nam,lenam4433@yahoo.com,0323045512,password4433,21 Nguyen Trai,Hai Phong,Viet Nam,Female,01/06/1996,4055,TRUE,2023-01-02T08:06:51.878
4434,vutrang4434,Vu Trang,vutrang4434@yahoo.com,0814660531,password4434,297 Ly Thuong Kiet,Ha Noi,Viet Nam,Male,20/04/1989,3329,TRUE,2023-07-12T08:06:51.878
4435,hoangquangquang4435,Hoang Quang Quang,hoangquangquang4435@gmail.com,0593038220,password4435,68 Tran Hung Dao,Da Nang,Viet Nam,Male,19/05/1981,3418,TRUE,2022-10-27T08:06:51.878
4436,danghung4436,Dang Hung,danghung4436@yahoo.com,0533972317,password4436,219 Le Loi,Ha Noi,Viet Nam,Female,22/06/1973,1642,TRUE,2024-12-12T08:06:51.878
4437,phamhoa4437,Pham Hoa,phamhoa4437@outlook.com,0982690175,password4437,284 Cach Mang Thang 8,Hai Phong,Viet Nam,Female,06/11/2003,2686,TRUE,2023-06-20T08:06:51.878
4438,ngoan4438,Ngo An,ngoan4438@yahoo.com,0313790987,password4438,120 Tran Hung Dao,Nha Trang,Viet Nam,Female,29/08/1970,3358,TRUE,2024-07-16T08:06:51.878
4439,phamquangquang4439,Pham Quang Quang,phamquangquang4439@outlook.com,0330065959,password4439,116 Tran Hung Dao,Nha Trang,Viet Nam,Male,27/03/1998,3387,FALSE,2022-09-15T08:06:51.878
4440,buivannga4440,Bui Van Nga,buivannga4440@yahoo.com,0964175929,password4440,113 Le Loi,Da Nang,Viet Nam,Female,14/09/2003,1532,TRUE,2023-01-22T08:06:51.878
4441,tranlong4441,Tran Long,tranlong4441@gmail.com,03294215887271,password4441,50 Le Loi,Nha Trang,Viet Nam,Male,06/04/1991,4025,TRUE,2023-08-28T08:06:51.878
4442,dangan4442,Dang An,dangan4442@gmail.com,0725454512,password4442,67 Hai Ba Trung,Ho Chi Minh,Viet Nam,Female,12/02/1988,1032,TRUE,2023-10-18T08:06:51.878
4443,ngochau4443,Ngo Chau,ngochau4443gmail.com,0745464765,password4443,181 Le Loi,Da Nang,Viet Nam,Female,27/08/1992,2582,TRUE,2022-05-28T08:06:51.878
4444,hothiquang4444,Ho Thi Quang,hothiquang4444@yahoo.com,0990158774,password4444,261 Hai Ba Trung,Nha Trang,Viet Nam,Male,22/09/1993,3594,TRUE,2023-11-15T08:06:51.878
4445,nguyenducyen4445,Nguyen Duc Yen,nguyenducyen4445@yahoo.com,0782320893,password4445,82 Vo Van Tan,Nha Trang,Viet Nam,Male,03/01/1976,687,TRUE,2024-07-11T08:06:51.878
4446,lyvanvan4446,Ly Van Van,lyvanvan4446@outlook.com,0528377639,password4446,15 Nguyen Trai,Nha Trang,Viet Nam,Male,01/06/1986,3007,TRUE,2024-04-05T08:06:51.878
4447,dothanhgiang4447,Do Thanh Giang,dothanhgiang4447@outlook.com,0556428463,password4447,92 Le Loi,Ha Noi,Viet Nam,Male,20/05/1990,2555,TRUE,2025-04-29T08:06:51.878
4448,huynhquangthao4448,Huynh Quang Thao,huynhquangthao4448@outlook.com,0923230206,password4448,62 Le Loi,Da Nang,Viet Nam,Female,06/10/1977,1938,FALSE,2022-03-03T08:06:51.878
4449,lythanhhung4449,Ly Thanh Hung,lythanhhung4449@,08200142969803,password4449,299 Vo Van Tan,Da Nang,Viet Nam,Female,12/04/1980,3894,TRUE,2024-07-16T08:06:51.878
4450,buitam4450,Bui Tam,buitam4450@gmail.com,0533763619,password4450,111 Tran Hung Dao,Can Tho,Viet Nam,Male,01/09/2002,87,TRUE,2026-01-12T08:06:51.878
4451,vuthao4451,Vu Thao,vuthao4451@yahoo.com,0321901482,password4451,141 Vo Van Tan,Ha Noi,Viet Nam,Female,25/04/2004,3471,TRUE,2021-12-19T08:06:51.878
4452,vothao4452,Vo Thao,vothao4452@outlook.com,0927510157,password4452,246 Tran Hung Dao,Hai Phong,Viet Nam,Male,13/05/1994,1505,TRUE,2022-03-12T08:06:51.878
4453,duongducbinh4453,Duong Duc Binh,duongducbinh4453@outlook.com,0735256700,password4453,93 Le Loi,Da Nang,Viet Nam,Female,30/05/1984,4825,TRUE,2022-04-30T08:06:51.878
4454,ngolong4454,Ngo Long,ngolong4454@yahoo.com,0369048516,password4454,44 Nguyen Trai,Hai Phong,Viet Nam,Male,20/04/2002,3723,FALSE,2022-08-28T08:06:51.878
4455,nguyenphuong4455,Nguyen Phuong,nguyenphuong4455@gmail.com,07479724949022,password4455,201 Le Loi,Ha Noi,Viet Nam,Male,13/09/1977,1603,TRUE,2023-10-08T08:06:51.878
4456,huynhhoa4456,Huynh Hoa,huynhhoa4456@outlook.com,0775651527,password4456,114 Tran Hung Dao,Ha Noi,Viet Nam,Female,15/08/1983,3579,TRUE,2022-11-30T08:06:51.878
4457,phamphuong4457,Pham Phuong,phamphuong4457@yahoo.com,0724322670,password4457,188 Cach Mang Thang 8,Ha Noi,Viet Nam,Male,18/12/1973,3180,TRUE,2024-10-05T08:06:51.878
4458,hodat4458,Ho Dat,hodat4458@gmail.com,0881332621,password4458,218 Le Loi,Ha Noi,Viet Nam,Female,26/03/1989,4429,TRUE,2023-09-09T08:06:51.878
